motorista_id,idade,experiencia_anos,renda_mensal_estimada,regiao_atuacao,tipo_servico_principal,data_cadastro,tem_cnh_categoria_b,tem_cnh_categoria_d,score_motorista,horas_trabalho_semana,possui_veiculo_proprio
2532,29,11.0,6230.88,São Paulo - SP,Executivo,2024-03-16,True,False,4.6,63.0,True
2533,38,0.7,1998.41,Rio de Janeiro - RJ,Executivo,2024-10-31,True,False,3.6,54.0,False
2534,24,0.5,6394.82,Brasília - DF,Uber/99,2024-10-04,True,False,3.7,44.0,False
2535,48,1.9,3843.6,Rio de Janeiro - RJ,Executivo,2024-01-08,True,False,4.9,63.0,True
2536,45,0.6,1646.18,São Paulo - SP,Executivo,2024-12-11,True,False,4.1,42.0,False
2537,34,4.5,12000.0,Rio de Janeiro - RJ,Uber/99,2024-07-24,True,False,3.7,48.0,False
2538,27,2.7,2114.21,Belo Horizonte - MG,Delivery,2024-01-22,True,False,4.8,51.0,True
2539,23,0.5,1500.0,Brasília - DF,Uber/99,2024-03-31,True,False,3.5,41.0,True
2540,31,11.9,6257.29,São Paulo - SP,Delivery,2024-05-06,True,False,3.7,42.0,False
2541,26,1.4,8300.55,São Paulo - SP,Delivery,2024-02-19,True,False,3.7,45.0,True
2542,52,1.9,1881.88,Salvador - BA,Uber/99,2024-04-27,True,False,5.0,53.0,False
2543,53,0.5,8488.65,São Paulo - SP,Delivery,2024-07-03,True,False,4.7,38.0,False
2544,56,4.4,7983.78,Rio de Janeiro - RJ,Delivery,2024-12-26,True,True,4.0,38.0,False
2545,36,1.6,3700.0,Brasília - DF,Delivery,2024-04-29,True,True,5.0,60.0,False
2546,37,1.7,3591.1,Rio de Janeiro - RJ,Uber/99,2024-12-15,True,True,4.1,51.0,False
2547,39,2.2,7798.88,Salvador - BA,Uber/99,2024-06-11,True,True,4.3,42.0,False
2548,46,3.3,1963.89,Rio de Janeiro - RJ,Uber/99,2024-07-29,True,False,4.9,44.0,False
2549,22,0.5,1617.98,Salvador - BA,Executivo,2024-09-04,True,False,4.5,55.0,False
2550,35,1.6,7421.21,Curitiba - PR,Uber/99,2024-05-13,True,False,4.0,70.0,False
2551,24,7.6,5492.24,Belo Horizonte - MG,Uber/99,2024-11-12,True,False,3.6,47.0,False
2552,50,6.1,2715.88,São Paulo - SP,Delivery,2024-08-12,True,False,3.5,53.0,False
2553,24,3.6,3007.42,Brasília - DF,Executivo,2024-04-24,True,True,5.0,35.0,False
2554,46,0.8,2347.4,São Paulo - SP,Delivery,2024-05-07,True,True,3.9,35.0,False
2555,28,5.0,6424.63,Belo Horizonte - MG,Uber/99,2024-01-21,True,False,4.7,35.0,False
2556,50,0.6,8103.28,São Paulo - SP,Uber/99,2024-02-23,True,False,3.8,37.0,False
2557,52,3.6,8282.25,Belo Horizonte - MG,Delivery,2024-04-06,True,False,3.8,50.0,False
2558,32,6.3,8630.42,São Paulo - SP,Executivo,2024-01-26,True,False,3.5,50.0,False
2559,34,2.3,5385.68,Belo Horizonte - MG,Turismo,2024-10-19,True,False,4.7,36.0,False
2560,46,2.7,6366.05,Salvador - BA,Uber/99,2024-08-18,True,False,4.3,62.0,True
2561,40,0.6,12000.0,Curitiba - PR,Uber/99,2024-10-31,True,False,3.8,43.0,True
2562,21,0.5,2695.56,Curitiba - PR,Uber/99,2024-11-06,True,False,4.4,35.0,False
2563,26,1.5,2385.01,São Paulo - SP,Turismo,2024-12-21,True,False,4.0,51.0,False
2564,34,9.6,1500.0,Rio de Janeiro - RJ,Uber/99,2024-10-13,True,False,3.7,55.0,False
2565,29,0.5,1500.0,Brasília - DF,Delivery,2024-05-27,True,False,4.0,38.0,False
2566,35,8.2,1786.15,Rio de Janeiro - RJ,Turismo,2024-11-17,True,False,4.3,32.0,False
2567,45,3.1,2137.93,São Paulo - SP,Uber/99,2024-10-25,True,False,3.6,57.0,True
2568,24,1.7,1500.0,São Paulo - SP,Uber/99,2024-11-21,True,True,3.3,44.0,True
2569,41,0.8,4266.26,São Paulo - SP,Uber/99,2024-06-09,True,False,4.7,29.0,False
2570,27,0.7,4199.86,Belo Horizonte - MG,Uber/99,2024-09-21,True,False,3.9,46.0,False
2571,38,1.5,3387.72,Rio de Janeiro - RJ,Turismo,2024-01-27,True,False,2.9,38.0,False
2572,30,6.2,1500.0,Brasília - DF,Uber/99,2024-03-05,True,True,4.5,60.0,False
2573,28,2.5,7628.44,São Paulo - SP,Uber/99,2024-07-03,True,False,4.2,30.0,True
2574,27,6.4,3690.1,Brasília - DF,Uber/99,2024-12-17,True,True,4.9,50.0,True
2575,34,3.4,2228.78,Brasília - DF,Uber/99,2024-03-20,True,False,3.8,33.0,False
2576,47,1.6,4980.91,Curitiba - PR,Delivery,2024-08-29,True,False,4.7,22.0,True
2577,33,4.4,3461.14,Belo Horizonte - MG,Uber/99,2024-07-05,True,False,4.5,53.0,False
2578,34,1.5,3928.93,Rio de Janeiro - RJ,Delivery,2024-01-13,True,False,5.0,57.0,False
2579,53,1.2,7432.53,Belo Horizonte - MG,Uber/99,2024-02-29,True,False,4.3,36.0,True
2580,23,0.7,3224.68,São Paulo - SP,Delivery,2024-02-09,True,False,3.1,44.0,True
2581,29,2.6,4767.8,Belo Horizonte - MG,Uber/99,2024-03-21,True,False,3.8,40.0,False
2582,49,2.3,5797.86,Brasília - DF,Uber/99,2024-05-02,True,True,4.7,37.0,True
2583,39,5.1,2312.5,Curitiba - PR,Delivery,2024-06-12,True,False,3.8,51.0,True
2584,48,1.9,4670.46,São Paulo - SP,Uber/99,2024-12-22,True,False,4.2,50.0,False
2585,22,1.3,2404.46,Rio de Janeiro - RJ,Executivo,2024-10-28,True,False,4.4,42.0,False
2586,50,0.5,5514.63,São Paulo - SP,Executivo,2024-05-11,True,False,4.2,37.0,False
2587,36,5.3,5669.21,Belo Horizonte - MG,Delivery,2024-01-04,True,False,3.6,58.0,False
2588,28,0.5,4110.79,São Paulo - SP,Uber/99,2024-11-07,True,False,5.0,48.0,False
2589,43,0.5,1500.0,Belo Horizonte - MG,Delivery,2024-09-30,True,False,5.0,53.0,True
2590,46,6.9,3078.78,Salvador - BA,Uber/99,2024-05-02,True,False,5.0,41.0,False
2591,54,7.8,1509.8,Belo Horizonte - MG,Delivery,2024-10-10,True,False,3.9,33.0,False
2592,24,1.3,1500.0,Curitiba - PR,Executivo,2024-05-18,True,False,4.8,70.0,False
2593,39,6.9,2212.65,Rio de Janeiro - RJ,Delivery,2024-08-01,True,False,4.2,31.0,False
2594,53,0.5,12000.0,Curitiba - PR,Executivo,2024-09-01,True,True,4.6,45.0,False
2595,24,0.5,1500.0,São Paulo - SP,Delivery,2024-01-28,True,False,4.2,40.0,False
2596,28,4.2,1500.0,São Paulo - SP,Uber/99,2024-01-15,True,False,4.4,50.0,True
2597,33,0.6,1500.0,Rio de Janeiro - RJ,Uber/99,2024-08-02,True,False,3.5,49.0,False
2598,21,2.9,2877.96,Curitiba - PR,Uber/99,2024-01-31,True,False,3.4,42.0,True
2599,51,0.5,4669.43,São Paulo - SP,Delivery,2024-09-22,True,True,3.7,31.0,False
2600,52,5.0,3387.89,Curitiba - PR,Uber/99,2024-08-11,True,False,4.4,26.0,False
2601,22,4.5,4346.59,Belo Horizonte - MG,Delivery,2024-04-01,True,False,5.0,48.0,True
2602,39,3.8,7891.36,São Paulo - SP,Uber/99,2024-11-03,True,False,4.0,47.0,False
2603,45,1.6,3707.78,Belo Horizonte - MG,Uber/99,2024-12-19,True,False,5.0,38.0,True
2604,28,0.8,4039.49,Belo Horizonte - MG,Delivery,2024-08-06,True,False,4.1,44.0,False
2605,31,0.5,4807.18,Rio de Janeiro - RJ,Uber/99,2024-06-28,True,False,3.2,35.0,False
2606,29,6.6,3929.78,São Paulo - SP,Delivery,2024-01-02,True,False,3.5,39.0,False
2607,41,4.1,5551.39,São Paulo - SP,Uber/99,2024-03-28,True,False,4.9,26.0,True
2608,47,13.5,3705.33,São Paulo - SP,Uber/99,2024-08-28,True,False,4.5,64.0,True
2609,50,2.5,2028.35,São Paulo - SP,Delivery,2024-07-11,True,False,4.0,55.0,False
2610,29,5.1,3221.84,Rio de Janeiro - RJ,Uber/99,2024-07-09,True,False,4.2,36.0,False
2611,23,0.5,2807.02,Salvador - BA,Executivo,2024-02-06,True,True,4.4,49.0,True
2612,41,5.9,8117.81,Belo Horizonte - MG,Uber/99,2024-07-03,True,False,2.6,52.0,True
2613,38,0.7,2165.22,São Paulo - SP,Delivery,2024-12-03,True,False,5.0,48.0,True
2614,30,6.7,2956.49,São Paulo - SP,Executivo,2024-09-25,True,False,5.0,25.0,False
2615,39,3.2,1876.44,Brasília - DF,Uber/99,2024-09-10,True,False,4.4,31.0,False
2616,35,1.4,6384.88,Brasília - DF,Delivery,2024-07-19,True,False,4.7,39.0,True
2617,22,7.5,5816.11,Belo Horizonte - MG,Delivery,2024-01-11,True,False,4.7,41.0,True
2618,41,0.5,5107.1,Belo Horizonte - MG,Uber/99,2024-05-16,True,False,3.2,49.0,False
2619,51,3.6,7403.63,Rio de Janeiro - RJ,Turismo,2024-01-18,True,False,3.9,68.0,False
2620,41,6.7,10638.94,São Paulo - SP,Uber/99,2024-08-12,True,True,4.5,51.0,False
2621,46,0.5,8664.84,São Paulo - SP,Uber/99,2024-01-04,True,False,4.2,34.0,True
2622,51,1.6,4066.54,Salvador - BA,Uber/99,2024-01-27,True,False,5.0,66.0,False
2623,46,2.4,5437.88,Rio de Janeiro - RJ,Delivery,2024-11-01,True,False,4.1,50.0,False
2624,25,6.2,3989.43,Rio de Janeiro - RJ,Delivery,2024-11-29,True,False,4.9,50.0,False
2625,38,3.8,1619.35,Rio de Janeiro - RJ,Uber/99,2024-08-28,True,False,4.2,43.0,False
2626,30,1.6,9439.44,Brasília - DF,Turismo,2024-08-24,True,False,4.0,56.0,True
2627,38,1.2,1500.0,Belo Horizonte - MG,Uber/99,2024-07-31,True,False,5.0,52.0,False
2628,31,2.5,1500.0,São Paulo - SP,Delivery,2024-05-26,True,True,4.7,60.0,True
2629,45,2.9,3039.87,São Paulo - SP,Uber/99,2024-04-07,True,False,3.7,41.0,True
2630,28,0.6,8620.51,Brasília - DF,Delivery,2024-07-15,True,False,3.5,41.0,False
2631,31,15.0,2033.81,Brasília - DF,Delivery,2024-12-10,True,False,4.0,38.0,False
2632,46,0.7,12000.0,São Paulo - SP,Uber/99,2024-08-11,True,False,3.1,55.0,False
2633,33,1.9,2026.48,Belo Horizonte - MG,Uber/99,2024-03-28,True,False,4.1,49.0,True
2634,22,1.1,3620.04,Brasília - DF,Uber/99,2024-11-15,True,False,4.6,37.0,False
2635,31,4.4,3722.98,São Paulo - SP,Uber/99,2024-05-12,True,False,4.1,36.0,False
2636,35,3.5,2890.55,Curitiba - PR,Uber/99,2024-03-12,True,False,4.3,38.0,False
2637,50,4.4,1761.15,São Paulo - SP,Uber/99,2024-12-01,True,False,5.0,25.0,False
2638,24,9.1,3337.23,Brasília - DF,Delivery,2024-09-22,True,False,3.5,40.0,False
2639,58,0.5,1846.41,Curitiba - PR,Delivery,2024-06-22,True,False,4.8,67.0,True
2640,33,4.1,3899.83,São Paulo - SP,Uber/99,2024-02-15,True,False,4.9,40.0,True
2641,39,0.5,5222.43,Rio de Janeiro - RJ,Uber/99,2024-02-25,True,False,3.0,48.0,False
2642,34,4.5,3680.42,Rio de Janeiro - RJ,Uber/99,2024-07-31,True,False,3.9,44.0,False
2643,48,2.7,4408.51,Rio de Janeiro - RJ,Uber/99,2024-05-29,True,False,4.4,20.0,False
2644,45,2.9,1500.0,Curitiba - PR,Uber/99,2024-07-17,True,False,3.4,59.0,False
2645,49,1.8,1706.13,Rio de Janeiro - RJ,Uber/99,2024-10-30,True,False,3.9,26.0,True
2646,32,3.4,10164.68,Brasília - DF,Delivery,2024-05-14,True,False,3.4,41.0,False
2647,32,7.6,3850.55,Belo Horizonte - MG,Uber/99,2024-09-17,True,False,3.5,40.0,True
2648,30,2.9,4482.66,São Paulo - SP,Uber/99,2024-05-26,True,True,3.3,47.0,True
2649,34,1.8,3580.33,Brasília - DF,Uber/99,2024-05-31,True,False,4.1,45.0,False
2650,41,0.5,8595.91,Belo Horizonte - MG,Delivery,2024-06-24,True,False,4.4,45.0,True
2651,54,0.8,1500.0,Rio de Janeiro - RJ,Uber/99,2024-04-28,True,False,4.0,42.0,False
2652,34,0.5,1500.0,Brasília - DF,Uber/99,2024-07-04,True,False,4.3,37.0,False
2653,29,2.7,1500.0,São Paulo - SP,Uber/99,2024-12-02,True,False,4.4,59.0,False
2654,37,2.2,9497.84,Brasília - DF,Uber/99,2024-11-13,True,False,4.3,43.0,True
2655,53,8.4,1500.0,São Paulo - SP,Uber/99,2024-11-05,True,False,4.0,51.0,False
2656,35,1.5,5154.93,Rio de Janeiro - RJ,Uber/99,2024-03-17,True,False,4.2,27.0,True
2657,28,0.8,6442.62,Curitiba - PR,Delivery,2024-12-29,True,False,5.0,65.0,False
2658,49,2.6,1969.5,Curitiba - PR,Uber/99,2024-04-01,True,True,3.9,54.0,False
2659,24,7.5,2229.37,Belo Horizonte - MG,Uber/99,2024-05-11,True,False,4.4,53.0,False
2660,28,3.2,8884.61,Curitiba - PR,Uber/99,2024-04-18,True,False,5.0,41.0,False
2661,50,1.9,12000.0,São Paulo - SP,Uber/99,2024-10-12,True,False,4.0,43.0,False
2662,36,4.0,6121.64,Curitiba - PR,Delivery,2024-03-08,True,False,4.9,46.0,False
2663,28,1.1,3503.03,São Paulo - SP,Executivo,2024-06-22,True,False,5.0,45.0,False
2664,53,7.2,2809.17,Rio de Janeiro - RJ,Delivery,2024-12-17,True,False,4.7,56.0,False
2665,21,2.1,6102.5,Belo Horizonte - MG,Delivery,2024-06-30,True,False,4.3,46.0,False
2666,44,0.6,3412.5,Belo Horizonte - MG,Uber/99,2024-06-14,True,False,4.1,33.0,False
2667,59,1.6,4805.01,Brasília - DF,Turismo,2024-04-11,True,False,3.9,58.0,True
2668,25,0.5,5053.48,Curitiba - PR,Uber/99,2024-11-05,True,True,4.6,62.0,False
2669,38,1.9,9480.95,Curitiba - PR,Uber/99,2024-04-07,True,False,4.7,29.0,False
2670,29,0.5,3780.79,Rio de Janeiro - RJ,Uber/99,2024-01-06,True,False,4.0,34.0,False
2671,33,1.4,2372.54,Brasília - DF,Delivery,2024-02-10,True,False,4.8,38.0,True
2672,50,0.5,1500.0,São Paulo - SP,Uber/99,2024-10-08,True,True,5.0,20.0,True
2673,45,5.0,6947.84,Belo Horizonte - MG,Delivery,2024-06-02,True,False,4.0,40.0,False
2674,21,6.6,12000.0,Curitiba - PR,Executivo,2024-05-16,True,True,3.3,45.0,False
2675,33,1.4,7307.99,São Paulo - SP,Uber/99,2024-03-29,True,False,5.0,46.0,False
2676,22,2.3,5842.01,Rio de Janeiro - RJ,Uber/99,2024-08-22,True,True,3.5,50.0,False
2677,33,3.8,6160.9,Rio de Janeiro - RJ,Executivo,2024-12-02,True,False,4.5,48.0,False
2678,42,1.9,6600.26,São Paulo - SP,Uber/99,2024-03-16,True,False,3.8,40.0,False
2679,42,6.6,2328.9,Belo Horizonte - MG,Turismo,2024-11-24,True,False,4.5,42.0,False
2680,44,6.5,3839.85,Belo Horizonte - MG,Uber/99,2024-10-16,True,False,4.7,49.0,True
2681,54,3.1,4052.97,São Paulo - SP,Executivo,2024-10-11,True,False,4.6,48.0,False
2682,47,2.0,4412.99,São Paulo - SP,Delivery,2024-04-17,True,False,3.2,45.0,True
2683,36,1.6,6727.7,São Paulo - SP,Uber/99,2024-04-29,True,False,5.0,42.0,True
2684,37,1.3,2614.91,Rio de Janeiro - RJ,Uber/99,2024-07-23,True,True,3.4,31.0,False
2685,29,0.7,1790.83,Belo Horizonte - MG,Delivery,2024-09-20,True,False,5.0,58.0,True
2686,46,1.5,3778.13,Brasília - DF,Uber/99,2024-06-29,True,False,4.4,44.0,False
2687,32,2.0,4488.53,São Paulo - SP,Executivo,2024-05-18,True,False,3.8,37.0,False
2688,32,0.9,1805.0,Rio de Janeiro - RJ,Uber/99,2024-12-19,True,False,3.7,35.0,True
2689,53,0.5,4878.81,Brasília - DF,Uber/99,2024-12-10,True,False,4.8,25.0,True
2690,39,2.4,4112.28,Salvador - BA,Uber/99,2024-04-01,True,False,3.7,42.0,False
2691,41,0.5,3957.59,Curitiba - PR,Executivo,2024-06-18,True,False,4.3,29.0,True
2692,46,1.6,3638.34,Brasília - DF,Delivery,2024-08-26,True,False,3.6,26.0,False
2693,32,1.1,4769.69,Curitiba - PR,Uber/99,2024-11-04,True,False,4.1,23.0,False
2694,31,7.6,5402.06,São Paulo - SP,Uber/99,2024-08-01,True,False,3.4,23.0,False
2695,47,1.3,5696.79,Rio de Janeiro - RJ,Delivery,2024-11-04,True,False,4.2,39.0,True
2696,57,0.7,7663.37,Belo Horizonte - MG,Delivery,2024-03-22,True,False,4.1,51.0,False
2697,28,2.4,2316.09,São Paulo - SP,Executivo,2024-09-14,True,False,4.9,34.0,False
2698,34,3.6,4953.63,Belo Horizonte - MG,Delivery,2024-04-10,True,False,5.0,48.0,False
2699,21,2.4,1500.0,Belo Horizonte - MG,Uber/99,2024-09-25,True,False,3.7,36.0,True
2700,35,2.2,4636.19,São Paulo - SP,Uber/99,2024-02-14,True,False,4.6,41.0,True
2701,28,4.4,4456.84,Rio de Janeiro - RJ,Uber/99,2024-11-29,True,False,5.0,51.0,False
2702,39,6.5,12000.0,Belo Horizonte - MG,Uber/99,2024-12-16,True,False,4.6,35.0,False
2703,39,1.8,3499.85,São Paulo - SP,Uber/99,2024-09-07,True,False,4.4,54.0,False
2704,35,7.7,1872.39,São Paulo - SP,Uber/99,2024-02-04,True,True,3.1,57.0,False
2705,57,2.4,3071.0,São Paulo - SP,Uber/99,2024-07-11,True,False,3.3,44.0,True
2706,31,0.7,2189.42,Brasília - DF,Uber/99,2024-04-29,True,False,5.0,24.0,False
2707,33,0.5,4052.14,Curitiba - PR,Uber/99,2024-09-03,True,True,4.2,45.0,False
2708,40,1.7,1500.0,São Paulo - SP,Uber/99,2024-06-22,True,False,4.5,52.0,False
2709,55,1.3,3089.48,Rio de Janeiro - RJ,Uber/99,2024-07-13,True,False,4.3,58.0,False
2710,26,1.8,4665.52,Curitiba - PR,Executivo,2024-12-02,True,False,4.3,38.0,False
2711,31,2.7,3948.86,Belo Horizonte - MG,Uber/99,2024-02-11,True,True,3.9,36.0,False
2712,25,1.4,7149.9,São Paulo - SP,Delivery,2024-10-16,True,False,3.7,42.0,True
2713,29,2.5,3060.58,Rio de Janeiro - RJ,Uber/99,2024-03-16,True,False,4.6,40.0,True
2714,24,2.6,7851.15,Rio de Janeiro - RJ,Delivery,2024-08-04,True,True,4.7,30.0,False
2715,44,8.7,9133.75,Rio de Janeiro - RJ,Delivery,2024-07-28,True,False,3.4,51.0,True
2716,48,2.1,12000.0,Rio de Janeiro - RJ,Delivery,2024-04-16,True,False,4.6,40.0,True
2717,42,2.0,7569.17,Curitiba - PR,Uber/99,2024-08-23,True,False,4.0,47.0,False
2718,55,2.1,7585.2,São Paulo - SP,Executivo,2024-09-02,True,False,4.2,47.0,False
2719,49,0.5,1500.0,Belo Horizonte - MG,Turismo,2024-12-20,True,False,4.3,32.0,False
2720,48,6.3,5541.6,São Paulo - SP,Uber/99,2024-10-08,True,False,3.9,34.0,False
2721,27,0.6,2991.25,Salvador - BA,Uber/99,2024-02-23,True,False,5.0,29.0,True
2722,39,2.6,6958.14,Rio de Janeiro - RJ,Uber/99,2024-01-17,True,False,3.7,45.0,True
2723,23,0.9,4528.45,Rio de Janeiro - RJ,Executivo,2024-10-31,True,False,4.1,44.0,False
2724,41,0.5,5028.78,São Paulo - SP,Uber/99,2024-07-23,True,False,4.0,47.0,False
2725,25,1.3,2437.47,São Paulo - SP,Uber/99,2024-07-18,True,False,5.0,39.0,True
2726,47,2.3,1500.0,Brasília - DF,Executivo,2024-01-02,True,False,2.8,41.0,False
2727,41,0.5,2891.35,Curitiba - PR,Uber/99,2024-12-18,True,False,3.9,65.0,True
2728,30,1.5,10229.22,Belo Horizonte - MG,Turismo,2024-10-24,True,False,4.8,57.0,False
2729,38,0.5,2472.27,São Paulo - SP,Turismo,2024-08-16,True,False,5.0,42.0,False
2730,22,1.5,7660.62,Salvador - BA,Delivery,2024-01-08,True,False,3.7,41.0,False
2731,53,2.2,1500.0,Belo Horizonte - MG,Uber/99,2024-07-26,True,False,3.4,38.0,False
2732,58,7.9,2485.01,São Paulo - SP,Executivo,2024-05-21,True,False,4.3,44.0,False
2733,46,5.9,9638.07,Rio de Janeiro - RJ,Uber/99,2024-08-03,True,False,3.6,51.0,True
2734,24,1.6,12000.0,São Paulo - SP,Delivery,2024-06-03,True,False,4.8,50.0,False
2735,35,1.3,5500.95,Belo Horizonte - MG,Delivery,2024-09-04,True,False,4.1,25.0,False
2736,46,1.6,3633.14,São Paulo - SP,Uber/99,2024-06-13,True,False,4.3,30.0,False
2737,28,0.5,4125.71,Belo Horizonte - MG,Delivery,2024-01-08,True,False,4.1,24.0,True
2738,38,2.9,2075.23,Salvador - BA,Uber/99,2024-11-21,True,True,5.0,55.0,False
2739,57,1.5,4112.83,São Paulo - SP,Delivery,2024-02-04,True,False,2.9,30.0,False
2740,22,2.9,1570.96,Rio de Janeiro - RJ,Turismo,2024-06-04,True,False,5.0,36.0,False
2741,30,7.5,1500.0,Rio de Janeiro - RJ,Uber/99,2024-08-26,True,False,3.8,49.0,False
2742,27,5.5,1500.0,São Paulo - SP,Uber/99,2024-02-21,True,False,4.2,56.0,True
2743,34,3.7,6862.31,Salvador - BA,Uber/99,2024-09-27,True,False,4.4,66.0,False
2744,39,2.4,2968.16,São Paulo - SP,Uber/99,2024-02-19,True,False,4.6,47.0,False
2745,43,4.3,3353.62,Belo Horizonte - MG,Uber/99,2024-01-12,True,False,4.4,44.0,False
2746,59,2.1,7380.82,São Paulo - SP,Turismo,2024-09-21,True,False,4.8,31.0,False
2747,39,1.0,9723.8,Salvador - BA,Uber/99,2024-01-10,True,False,4.0,47.0,False
2748,45,0.5,6049.33,Rio de Janeiro - RJ,Uber/99,2024-07-27,True,False,4.0,48.0,False
2749,34,0.6,2809.97,São Paulo - SP,Uber/99,2024-04-21,True,False,5.0,51.0,False
2750,39,3.1,1500.0,Rio de Janeiro - RJ,Delivery,2024-11-08,True,True,4.4,43.0,False
2751,53,0.7,2771.13,São Paulo - SP,Uber/99,2024-05-10,True,False,3.7,38.0,False
2752,50,13.5,1546.31,Salvador - BA,Delivery,2024-03-26,True,False,4.5,58.0,False
2753,46,1.8,5607.1,São Paulo - SP,Delivery,2024-10-11,True,True,4.4,47.0,True
2754,56,2.0,2947.98,Rio de Janeiro - RJ,Delivery,2024-12-08,True,False,4.9,30.0,False
2755,41,1.1,3742.65,Belo Horizonte - MG,Delivery,2024-01-06,True,False,4.3,40.0,False
2756,22,0.7,3190.05,São Paulo - SP,Uber/99,2024-12-30,True,False,3.9,45.0,False
2757,32,1.6,5189.99,Rio de Janeiro - RJ,Uber/99,2024-10-27,True,False,3.6,42.0,False
2758,23,1.5,4292.85,São Paulo - SP,Uber/99,2024-02-20,True,False,4.5,58.0,False
2759,55,8.0,2834.03,São Paulo - SP,Executivo,2024-11-30,True,False,4.9,46.0,False
2760,22,4.1,5016.64,São Paulo - SP,Uber/99,2024-01-20,True,False,4.3,30.0,False
2761,25,1.8,1500.0,Brasília - DF,Uber/99,2024-09-22,True,False,4.8,36.0,True
2762,33,1.3,3796.13,Curitiba - PR,Delivery,2024-03-06,True,True,3.7,41.0,False
2763,35,2.6,9874.51,Brasília - DF,Delivery,2024-03-03,True,False,3.7,31.0,True
2764,43,0.5,2924.46,Brasília - DF,Uber/99,2024-07-16,True,False,4.5,38.0,False
2765,40,1.9,1594.46,São Paulo - SP,Uber/99,2024-07-09,True,False,4.6,51.0,True
2766,45,1.6,10394.44,Rio de Janeiro - RJ,Uber/99,2024-05-04,True,True,3.9,49.0,False
2767,25,4.9,3236.46,São Paulo - SP,Uber/99,2024-07-04,True,False,4.0,42.0,False
2768,39,15.0,4466.54,Curitiba - PR,Uber/99,2024-09-17,True,False,3.9,41.0,False
2769,45,1.2,1500.0,Brasília - DF,Delivery,2024-02-18,True,False,3.8,50.0,True
2770,33,2.9,6233.24,Brasília - DF,Delivery,2024-01-05,True,False,3.0,60.0,False
2771,49,2.5,10889.23,São Paulo - SP,Uber/99,2024-07-14,True,False,4.6,61.0,True
2772,32,2.3,2569.95,São Paulo - SP,Delivery,2024-07-31,True,False,3.9,61.0,False
2773,55,1.6,1500.0,Rio de Janeiro - RJ,Uber/99,2024-01-26,True,False,4.5,51.0,False
2774,43,4.3,1846.73,Rio de Janeiro - RJ,Uber/99,2024-12-10,True,True,4.0,31.0,True
2775,40,0.5,4486.88,São Paulo - SP,Uber/99,2024-04-16,True,False,2.6,31.0,True
2776,23,3.1,7980.92,Rio de Janeiro - RJ,Uber/99,2024-01-10,True,False,4.7,48.0,False
2777,23,0.7,2169.37,São Paulo - SP,Executivo,2024-01-15,True,False,4.4,45.0,True
2778,29,1.5,4168.35,Curitiba - PR,Delivery,2024-02-27,True,False,5.0,39.0,False
2779,38,1.0,3396.94,Belo Horizonte - MG,Uber/99,2024-12-23,True,False,3.8,40.0,False
2780,30,8.8,1500.0,Rio de Janeiro - RJ,Uber/99,2024-08-21,True,False,5.0,48.0,False
2781,56,1.7,3515.12,Curitiba - PR,Delivery,2024-12-10,True,True,3.9,36.0,True
2782,38,0.7,3543.47,Curitiba - PR,Uber/99,2024-03-06,True,False,4.5,20.0,False
2783,33,3.2,7155.7,São Paulo - SP,Uber/99,2024-04-05,True,False,4.7,54.0,False
2784,26,1.9,4288.45,São Paulo - SP,Uber/99,2024-01-06,True,False,4.5,57.0,True
2785,33,3.6,1500.0,Salvador - BA,Executivo,2024-04-23,True,False,5.0,35.0,False
2786,39,6.2,1500.0,São Paulo - SP,Delivery,2024-01-14,True,False,3.9,37.0,True
2787,39,1.2,6195.25,São Paulo - SP,Uber/99,2024-01-12,True,False,5.0,62.0,False
2788,33,9.3,3311.29,Rio de Janeiro - RJ,Uber/99,2024-01-21,True,False,4.1,40.0,True
2789,55,3.5,8778.04,São Paulo - SP,Uber/99,2024-09-18,True,False,5.0,55.0,True
2790,30,0.6,3284.84,São Paulo - SP,Uber/99,2024-11-18,True,True,3.4,67.0,False
2791,58,12.9,3100.34,Rio de Janeiro - RJ,Delivery,2024-01-01,True,False,3.8,67.0,False
2792,36,2.4,12000.0,São Paulo - SP,Executivo,2024-05-15,True,True,4.2,43.0,False
2793,21,3.3,1500.0,Rio de Janeiro - RJ,Turismo,2024-03-29,True,True,4.4,51.0,False
2794,31,1.8,2170.37,São Paulo - SP,Delivery,2024-03-17,True,False,3.7,42.0,False
2795,24,4.7,1500.0,Brasília - DF,Delivery,2024-03-18,True,False,4.2,33.0,False
2796,55,3.6,2648.99,Curitiba - PR,Uber/99,2024-07-11,True,False,3.9,51.0,False
2797,48,4.2,5352.23,Curitiba - PR,Delivery,2024-06-12,True,False,4.7,36.0,False
2798,27,3.6,3041.35,Rio de Janeiro - RJ,Uber/99,2024-09-13,True,False,3.7,50.0,False
2799,41,2.7,2956.27,Belo Horizonte - MG,Delivery,2024-09-18,True,False,3.5,34.0,False
2800,22,3.6,5114.6,Brasília - DF,Delivery,2024-07-02,True,True,4.5,53.0,False
2801,38,2.8,3297.56,São Paulo - SP,Uber/99,2024-05-05,True,False,3.4,27.0,True
2802,56,13.0,2645.27,Rio de Janeiro - RJ,Executivo,2024-03-08,True,False,3.8,29.0,True
2803,37,1.4,3302.02,Curitiba - PR,Uber/99,2024-09-11,True,False,4.0,43.0,False
